BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
2006MNRAS.370.1585I,Deep spectroscopy of 9C J1503+4528: a very young compact steep spectrum radio source at z = 0.521,"Inskip, K.|Lee, D.|Cotter, G.|et. al.",,,,MNRAS 370 1585,2006 August,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10584.x,,,LRIS,,,Caltech,
2006AJ....132..976R,A Survey of Merger Remnants. III. Are Merger Remnants Supported by Rotation or Anisotropy?,"Rothberg, B.|Joseph, R. D.",,,,AJ 132 976,2006 September,2006,http://dx.doi.org/10.1086/505491,,06 roundup,ESI,,,,
2006AJ....132.1126N,The Type Ia Supernova Rate at z~0.5 from the Supernova Legacy Survey,"Neill, J.|Sullivan, M.|Balam, D.|et. al.",,,,AJ 132 1126,2006 September,2006,http://dx.doi.org/10.1086/505532,,,DEIMOS|LRIS,,,,
2006Icar..184..255D,A high-resolution infrared spectral survey of Comet C/1999 H1 Lee,"Dello Russo, N.|Mumma, M.|Disanti, M.|et. al.",,,,Icarus 184 255,2006 September,2006,http://dx.doi.org/10.1016/j.icarus.2006.04.020,,,NIRSPEC,,,,Solar System
2006ApJ...648..389K,"The Metal-poor Halo of the Andromeda Spiral Galaxy (M31)1,","Kalirai, J.|Gilbert, K.|Guhathakurta, P.|et. al.",,,,ApJ 648 389,2006 September,2006,http://dx.doi.org/10.1086/505697,,,DEIMOS,,,,
2006ApJ...648....7K,The End of the Reionization Epoch Probed by Lya Emitters at z = 6.5 in the Subaru Deep Field,"Kashikawa, N.|Shimasaku, K.|Malkan, M.|et. al.",,,,ApJ 648 7,2006 September,2006,http://dx.doi.org/10.1086/504966,,,DEIMOS,,,,
2006MNRAS.371..739K,Gaseous tidal debris found in the NGC 3783 group,"Kilborn, V.|Forbes, D.|Koribalski, B.|et. al.",,,,MNRAS 371 739,2006 September,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10697.x,,,LRIS,,,UC,
2006ApJ...649..389P,Masses of Astrometrically Discovered and Imaged Binaries: G78-28AB and GJ 231.1BC,"Pravdo, S.|Shaklan, S.|Wiktorowicz, S.|et. al.",,,,ApJ 649 389,2006 September,2006,http://dx.doi.org/10.1086/506192,,Galactic,AO|LGS|NIRC2,,,,
2006ApJ...649..428S,A Keck HIRES Doppler Search for Planets Orbiting Metal-Poor Dwarfs. I. Testing Giant Planet Formation and Migration Scenarios,"Sozzetti, A.|Torres, G.|Latham, D.|et. al.",,,,ApJ 649 428,2006 September,2006,http://dx.doi.org/10.1086/506267,,,HIRES,,,,
2006ApJ...649..436E,Exploring the Frequency of Close-in Jovian Planets around M Dwarfs,"Endl, M.|Cochran, W.|Kürster, M.|et. al.",,,,ApJ 649 436,2006 September,2006,http://dx.doi.org/10.1086/506465,,,HIRES,,,,
2006ApJ...649..553R,A Method to Remove Fringes from Images Using Wavelets,"Rojo, P.|Harrington, J.",,,,ApJ 649 553,2006 September,2006,http://dx.doi.org/10.1086/506136,,,NIRSPEC,,,NASA,
2006ApJ...648..299S,"Keck Deep Fields. III. Luminosity-dependent Evolution of the Ultraviolet Luminosity and Star Formation Rate Densities at z~4, 3, and 2","Sawicki, M.|Thompson, D.",,,,ApJ 648 299,2006 September,2006,http://dx.doi.org/10.1086/505902,,,LRIS,,,,
2006ApJ...648..268B,Galaxies in SDSS and DEEP2: A Quiet Life on the Blue Sequence?,"Blanton, M.",,,,ApJ 648 268,2006 September,2006,http://dx.doi.org/10.1086/505628,,,DEIMOS,,,,
2006ApJ...648..868S,Rates and Properties of Type Ia Supernovae as a Function of Mass and Star Formation in Their Host Galaxies,"Sullivan, M.|Le Borgne, D.|Pritchet, C.|et. al.",,,,ApJ 648 868,2006 September,2006,http://dx.doi.org/10.1086/506137,,,LRIS,,,,
2006ApJ...648...95P,Dissecting the Circumstellar Environment of  -Ray Burst Progenitors,"Prochaska, J.|Chen, H.|Bloom, J.",,,,ApJ 648 95,2006 September,2006,http://dx.doi.org/10.1086/505737,,,HIRES,,,,
2006ApJ...648L..93P,On the Incidence of Strong Mg II Absorbers along Gamma-Ray Burst Sight Lines,"Prochter, G.|Prochaska, J.|Chen, H.|et. al.",,,,ApJ 648 L93,2006 September,2006,http://dx.doi.org/10.1086/508061,,,HIRES,,,,
2006ApJS..166...69S,"The DEEP Groth Strip Survey. VI. Spectroscopic, Variability, and X-Ray Detection of Active Galactic Nuclei","Sarajedini, V.|Koo, D.|Phillips, A.|et. al.",,,,ApJS 166 69,2006 September,2006,http://dx.doi.org/10.1086/505909,,,DEIMOS|LRIS,,,,
2006PASP..118.1249B,The Search for an Atmospheric Signature of the Transiting Exoplanet HD 149026b,"Bozorgnia, N.|Fortney, J.|McCarthy, C.|et. al.",,,,PASP 118 1252,2006 September,2006,http://dx.doi.org/10.1086/508237,,"Exoplanets. ""Keck time has been granted by NASA""",HIRES,,,NASA,
2006MNRAS.371..465S,The link between submillimetre galaxies and luminous ellipticals: near-infrared IFU spectroscopy of submillimetre galaxies,"Swinbank, A.|Chapman, S.|Smail, I.|et. al.",,,,MNRAS 371 465,2006 September,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10673.x,,,NIRSPEC,,,,
2006ARA&A..44..415F,Observational Constraints on Cosmic Reionization,"Fan, X.|Carilli, C.|Keating, B.",,,,ARA&A 44 415,2006 September,2006,https://arxiv.org/abs/astro-ph/0602375,,,ESI|HIRES,,,,
2006ARA&A..44..193B,Extragalactic Globular Clusters and Galaxy Formation,"Brodie, J.|Strader, J.",,,,ARA&A 44 193,2006 September,2006,http://dx.doi.org/10.1146/annurev.astro.44.051905.092441PDF:%20http://arjournals.annualreviews.org/doi/pdf/10.1146/annurev.astro.44.051905.092441,,,HIRES|LRIS,,,,
2006ApJ...648L..97P,Supersolar Super–Lyman Limit Systems,"Prochaska, J.|O'Meara, J.|Herbert-Fort, S.|et. al.",,,,ApJ 648 L97,2006 September,2006,http://dx.doi.org/10.1086/507867,,06 roundup,HIRES,,,,
2006ApJ...648L..89D,Temporal Variation in the Abundance of Excited Fe+ Near a Gamma-Ray Burst Afterglow,"Dessauges-Zavadsky, M.|Chen, H.|Prochaska, J.|et. al.",,,,ApJ 648 L89,2006 September,2006,http://dx.doi.org/10.1086/507949,,06 roundup,LRIS,,,,
2006MNRAS.371..221G,A deep Chandra survey of the Groth Strip - II. Optical identification of the X-ray sources,"Georgakakis, A.|Nandra, K.|Laird, E.|et. al.",,,,MNRAS 371 221,2006 September,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10634.x,,06 roundup,DEIMOS|LRIS,,,,
2006ApJ...648..250C,"The Bright Ages Survey. II. Evolution of Luminosity, Dust Extinction, and Star Formation from z = 0.5 to z = 2.5","Colbert, J.|Malkan, M.|Rich, R.",,,,ApJ 648 250,2006 September,2006,http://dx.doi.org/10.1086/505647,,,LRIS,,,,
2006Natur.443..308H,The type Ia supernova SNLS-03D3bb from a super-Chandrasekhar-mass white dwarf star,"Howell, D.|Sullivan, M.|Nugent, P.|et. al.",,,,Nature 443 308,2006 September,2006,http://arxiv.org/abs/astro-ph/0609616,,,LRIS,,,,
2006MNRAS.371.1459T,SN 2004aw: confirming diversity of Type Ic supernovae,"Taubenberger, S.|Pastorello, A.|Mazzali, P.|et. al.",,,,MNRAS 371 1459,2006 September,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10776.x,,,LRIS,,,UC,
2006A&A...456..535S,Analysis of the dust evolution in the circumstellar disks of T Tauri stars,"Schegerer, A.|Wolf, S.|Voshchinnikov, N.|et. al.",,,,A&A 456 535,2006 September,2006,http://dx.doi.org/10.1051/0004-6361:20054560,,,LWS,,,,
2006Icar..184..517S,Dissipation of Titan's south polar clouds,"Schaller, E.|Brown, M.|Roe, H.|et. al.",,,,Icarus 184 517,2006 October,2006,http://dx.doi.org/10.1016/j.icarus.2006.05.025,,,AO|NIRC2|OSIRIS|NGS,,,checked,Solar System
2006ApJ...650..272P,On the Perils of Curve-of-Growth Analysis: Systematic Abundance Underestimates for the Gas in Gamma-Ray Burst Host Galaxies,"Prochaska, J.",,,,ApJ 650 272,2006 October,2006,http://dx.doi.org/10.1086/507126,,,HIRES,,,checked,
2006ApJ...650..510A,Nearby Supernova Factory Observations of SN 2005gj: Another Type Ia Supernova in a Massive Circumstellar Envelope,"Aldering , G.|Antilogus , P.|Bailey, S.|et. al.",,,,ApJ 650 510,2006 October,2006,http://dx.doi.org/10.1086/507020,,,LRIS,,,checked,
2006ApJ...650..706S,Extremely Red Objects in Two Quasar Fields at z ~ 1.4,"Stockton, A.|McGrath, E.|Canalizo, G.",,,,ApJ 650 706,2006 October,2006,http://dx.doi.org/10.1086/507093,,,ESI|LRIS,,,checked,
2006ApJ...650L..87V,The Volatile Composition of the Split Ecliptic comet 73P/Schwassmann-Wachmann 3: A Comparison of Fragments C and B,"Villanueva, G.|Bonev, B.|Mumma, M.|et. al.",,,,ApJ 650 L87,2006 October,2006,http://dx.doi.org/10.1086/508806,,author verified,NIRSPEC,,,NASA,
2006ApJ...649L..61O,The Deuterium-to-Hydrogen Abundance Ratio toward the QSO SDSS J155810.16-003120.0,"O'Meara, J.|Burles, S.|Prochaska, J|et. al.",,,,ApJ 649 L61,2006 October,2006,http://dx.doi.org/10.1086/508348,,,HIRES,,,checked,
2006ApJS..166..585B,Hubble Space Telescope NICMOS Observations of T Dwarfs: Brown Dwarf Multiplicity and New Probes of the L/T Transition,"Burgasser, A.|Kirkpatrick, J.|Cruz, K.|et. al.",,,,ApJS 166 585,2006 October,2006,http://dx.doi.org/10.1086/506327,,,NIRC,,,checked,
2006A&A...457L...9D,Accurate stellar masses in the multiple system T Tauri,"Duchêne, G.|Beust, H.|Adjali, F.|et. al.",,,,A&A 457 L9,2006 October,2006,http://dx.doi.org/10.1051/0004-6361:20065917,,,LWS|NIRC,,,checked,
2006PASP..118.1361S,Spectroscopy of Six Red Giants in the Draco Dwarf Spheroidal Galaxy,"Smith, G.|Siegel, M.|Shetrone, M.|Winnick, R.",,,,PASP 118  1361,2006 October,2006,http://dx.doi.org/10.1086/508519,,,LRIS,,,checked,
2006ApJ...651..101W,Spitzer IRS Spectra of Optically Faint Infrared Sources with Weak Spectral Features,"Weedman , D.|Soifer ,B.|Hao, L.|et. al.",,,,ApJ 651 101,2006 November,2006,http://dx.doi.org/10.1086/507322,,,NIRC,,,checked,
2006ApJ...651..120B,The Mass Assembly History of Field Galaxies: Detection of an Evolving Mass Limit for Star-Forming Galaxies,"Bundy, K|Ellis, R.|Conselice, C.|et. al.",,,,ApJ 651 120,2006 November,2006,http://dx.doi.org/10.1086/507456,,,DEIMOS,,,checked,
2006ApJ...651...61H,Quasars Probing Quasars. I. Optically Thick Absorbers near Luminous Quasars,"Hennawi, J.|Prochaska, J.|Burles, S.|et. al.",,,,ApJ 651 61,2006 November,2006,http://dx.doi.org/10.1086/507069,,,LRIS,,,TSIP|NOAO,
2006ApJ...651L..61O,TrES-2: The First Transiting Planet in the Kepler Field,"O'Donovan , F.|Charbonneau , D.|Mandushev, G.|et. al.",,,,ApJ 651 L61,2006 November,2006,http://dx.doi.org/10.1086/509123,,verified by author - no,HIRES,,,checked,
2006AJ....132.2099N,The Advantage of Increased Resolution in the Study of Quasar Absorption Systems,"Narayanan, A.|Misawa, T.|Charlton, J.|Ganguly, R.",,,,AJ 132 2099,2006 November,2006,http://dx.doi.org/10.1086/508172,,,HIRES,,,checked,
2006AJ....132.2159W,Mid-Infrared Identification of 6 cm Radio-Source Counterparts in the Extended Groth Strip,"Willner, S.|Coil, A.|Goss, W.|et. al.",,,,AJ 132 2159,2006 November,2006,http://dx.doi.org/10.1086/508202,,,DEIMOS,,,checked,
2006A&A...458..427J,The evolution of Lyman a absorbers in the redshift range 0.5 < z < 1.9,"Janknecht, E.|Reimers, D.|Lopez, S.|Tytler, D.",,,,A&A 458 427,2006 November,2006,http://dx.doi.org/10.1051/0004-6361:20065372,,,HIRES,,,checked,
2006ApJ...651L..93S,The DEEP2 Galaxy Redshift Survey: Mean Ages and Metallicities of Red Field Galaxies at z ~ 0.9 from Stacked Keck DEIMOS Spectra,"Schiavon, R.|Faber, S.|Konidaris, N.|et. al.",,,,ApJ 651 L93,2006 November,2006,http://dx.doi.org/10.1086/509074,,,DEIMOS,,,UC,
2006ApJ...651..667F,Three Gravitational Lenses for the Price of One: Enhanced Strong Lensing through Galaxy Clustering,"Fassnacht, C.|McKean, J.|Koopmans, L.|et. al.",,,,ApJ 651 667,2006 November,2006,http://dx.doi.org/10.1086/507623,,,ESI|LRIS,,,checked,
2006ApJ...651..713T,Rest-Frame Optical Spectroscopic Classifications for Submillimeter Galaxies,"Takata, T.|Sekiguchi, K.|Smail, I.|et. al.",,,,ApJ 651 713,2006 November,2006,http://dx.doi.org/10.1086/507985,,,NIRSPEC,,,checked,
2006MNRAS.373L..70I,A near-zero velocity dispersion stellar component in the Canes Venatici dwarf spheroidal galaxy,"Ibata, R.|Chapman, S.|Irwin, M.|et al.",,,,MNRAS 373 L70,2006 November,2006,http://dx.doi.org/10.1111/j.1745-3933.2006.00245.x,,,DEIMOS,,,checked,
2006Icar..185...39M,"Shape, size and multiplicity of main-belt asteroids","Marchis, F.|Kaasalainen, M.|Hom, E.|et. al.",,,,Icarus 185 39,2006 November,2006,http://dx.doi.org/10.1016/j.icarus.2006.06.001,,,AO|NGS|NIRC2,,,checked,Solar System
2006ApJ...652..313B,The First DIRECT Distance Determination to a Detached Eclipsing Binary in M33,"Bonanos, A.|Stanek, K.|Kudritzki, R.|et. al.",,,,ApJ 652 313,2006 November,2006,http://dx.doi.org/10.1086/508140,,,ESI,,,checked,
2006ApJ...652..576D,Multiwavelength Variability of the Magnetar 4U 0142+61,"Durant, M,|van Kerkwijk, M.",,,,ApJ 652 576,2006 November,2006,http://dx.doi.org/10.1086/507605,,,ESI,,,checked,
2006ApJ...652..709H,Mass Determination and Detection of the Onset of Chromospheric Activity for the Substellar Object in EF Eridani,"Howell, S.|Walter, F.|Harrison, T.|et. al.",,,,ApJ 652 709,2006 November,2006,http://dx.doi.org/10.1086/507603,,,ESI,,,checked,
2006ApJ...651.1166M,HD 203030B: An Unusually Cool Young Substellar Companion near the L/T Transition,"Metchev, S.|Hillenbrand, L.",,,,ApJ 651 1166,2006 November,2006,http://dx.doi.org/10.1086/507836,,Galactic,AO|NIRC2|NGS,,,checked,
2006ApJ...651..791B,Photometric Redshifts in the IRAC Shallow Survey,"Brodwin, M.|Brown, M.|Ashby, M.|et. al.",,,,ApJ 651 791,2006 November,2006,http://dx.doi.org/10.1086/507838,,,DEIMOS|LRIS,,,checked,
2006MNRAS.373..217L,The X-ray emission of Lyman break galaxies,"Laird, E.|Nandra, K.|Hobbs, A.|Steidel, C.",,,,MNRAS 373 217,2006 November,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.11002.x,,06 roundup,LRIS,,,checked,
2006ApJ...651..688S,The Direct Detection of Lyman Continuum Emission from Star-Forming Galaxies at z~3,"Shapley, A.|Steidel, C.|Pettini, M.|et. al.",,,,ApJ 651 688,2006 November,2006,http://dx.doi.org/10.1086/507511,,06 roundup,LRIS|NIRC|NIRSPEC,,,checked,
2006A&A...458..461K,Binary stars in the Orion Nebula Cluster,"Köhler, R.|Petr-Gotzens, M.|McCaughrean, M.|et. al.",,,,A&A 458 461,2006 November,2006,http://dx.doi.org/10.1051/0004-6361:20054561,,Galactic,AO|NIRC2|NGS,,,checked,
2006MNRAS.372.1531S,A ultraluminous X-ray source associated with a cloud collision in M 99,"Soria, R.|Wong, D.",,,,MNRAS 372 1531,2006 November,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.10981.x,,,LRIS,,,checked,
2006ApJ...652..323B,"The Detailed Star Formation History in the Spheroid, Outer Disk, and Tidal Stream of the Andromeda Galaxy","Brown, T.|Smith, E.|Ferguson, H.|et. al.",,,,ApJ 652 323,2006 November,2006,http://dx.doi.org/10.1086/508015,,,DEIMOS,,,checked,
2006ApJ...652..157M,Discovery of a z = 6.1 Radio-Loud Quasar in the NOAO Deep Wide Field Survey,"McGreer, I.|Becker, R.|Helfand, D.|White, R.",,,,ApJ 652 157,2006 November,2006,http://dx.doi.org/10.1086/507767,,roundup 2007,ESI,,,UC,
2006NewAR..50..650C,Star formation in QSO host galaxies,"Canalizo, G.|Stockton, A.|Brotherton, M.|Lacy, M.",,,,NewAR 50 650,2006 November,2006,http://dx.doi.org/10.1016/j.newar.2006.06.019,,roundup 2007,ESI|LRIS,,,,
2006NewAR..50..694S,QSO extended emission-line regions,"Stockton, A.|Fu, H.|Canalizo, G.",,,,NewAR 50 694,2006 November,2006,http://dx.doi.org/10.1016/j.newar.2006.06.024,,roundup 2007,LRIS,,,,
2006AJ....132.1763H,1 Orionis E as a Spectroscopic Binary,"Herbig, G.|Griffin, R.",,,,AJ 132 1763,2006 November,2006,http://dx.doi.org/10.1086/507769,,IoP AJ search 10Mar09,HIRES,,,UH,
2006AJ....132.2618S,Dynamical Mass Estimates for Incomplete Orbits: Young Multiple Stars in Taurus and Ophiuchus,"Schaefer, G|Simon, M.|Beck, T.|et. al.",,,,AJ 132 2618,2006 December,2006,http://dx.doi.org/10.1086/508935,,nasa added from NASA bib,AO|NIRC2|NGS,,,NASA,
2006ApJ...652.1188G,A New Method for Isolating M31 Red Giant Stars: The Discovery of Stars out to a Radial Distance of 165 kpc,"Gilbert, K.|Guhathakurta, P.|Kalirai, J.|et. al.",,,,ApJ 652 1188,2006 December,2006,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ65298,,,DEIMOS,,,UC,
2006ApJ...653.1004R,"A Spectroscopic Survey of Redshift 1.4&lt;~z&lt;~3.0 Galaxies in the GOODS-North Field: Survey Description, Catalogs, and Properties","Reddy, N.|Steidel, C.|Erb, D.|et. al.",,,,ApJ 653 1004,2006 December,2006,http://dx.doi.org/10.1086/508851,,,LRIS,,,checked,
2006ApJ...653L..69W,Measurement of the Spin-Orbit Alignment in the Exoplanetary System HD 189733,"Winn, J.|Johnson, J.|Marcy, G.|et. al.",,,,ApJ 653 L69,2006 December,2006,http://dx.doi.org/10.1086/510528,,Exoplanets,HIRES,,,UC,
2006Icar..185..403W,Ground-based near infrared spectroscopy of Jupiter's ring and moons,"Wong, M.|de Pater, I.|Showalter, M.|et. al.",,,,Icarus 185 403,2006 December,2006,http://dx.doi.org/10.1016/j.icarus.2006.07.007,,,AO|NGS|NIRSPAO|NIRSPEC,,,UC,Solar System
2006ApJ...653L.113K,The Arches Cluster Mass Function,"Kim, S.|Figer, D.|Kudritzki, R.|Najarro, F.",,,,ApJ 653 L113,2006 December,2006,http://dx.doi.org/10.1086/510529,,Galactic,AO|LGS|NIRC2,,,checked,
2006ApJ...653..255C,"A Kinematically Selected, Metal-poor Stellar Halo in the Outskirts of M31","Chapman, S.|Ibata, R.|Lewis, G.|et. al.",,,,ApJ 653 255,2006 December,2006,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ64747,,,DEIMOS,,,checked,
2006ApJ...653.1049W,A Survey of Galaxy Kinematics to z~1 in the TKRS/GOODS-N Field. II. Evolution in the Tully-Fisher Relation,"Weiner, B.|Willmer, C.|Faber, S.|et. al.",,,,ApJ 653 1049,2006 December,2006,http://dx.doi.org/10.1086/508922,,,DEIMOS|LRIS,,,checked,
2006ApJ...653.1027W,A Survey of Galaxy Kinematics to z~1 in the TKRS/GOODS-N Field. I. Rotation and Dispersion Properties,"Weiner, B.|Willmer, C.|Faber, S.|et. al.",,,,ApJ 653 1027,2006 December,2006,http://dx.doi.org/10.1086/508921,,,DEIMOS|LRIS,,,checked,
2006ApJ...653L..21C,The Not So Extraordinary Globular Cluster 037-B327 in M31,"Cohen, J.",,,,ApJ 653 L 21,2006 December,2006,http://dx.doi.org/10.1086/510384,,,HIRES,,,checked,
2006Icar..185..476K,"High-resolution spectroscopy of Saturn at 3 microns: CH4, CH3D, C2H2, C2H6, PH3, clouds, and haze","Kim, J.|Kim, S.|Geballe, T.|et. al.",,,,Icarus 185 476,2006 December,2006,http://dx.doi.org/10.1016/j.icarus.2006.07.004,,,NIRSPEC,,,Gemini Exchange 2001,Solar System
2006Natur.444.1047F,No supernovae associated with two long-duration gamma-ray bursts,"Fynbo, J.|Watson, D.|Thöne, C.|et. al.",,,,Nature 444 1047,2006 December,2006,http://dx.doi.org/10.1038/nature05375,,,LRIS,,,,
2006ApJ...653..774B,A Comprehensive Study of Infrared OH Prompt Emission in Two Comets. I. Observations and Effective g-Factors,"Bonev, B.|Mumma, M.|DiSanti, M.|et. al.",,,,ApJ 653 774,2006 December,2006,http://dx.doi.org/10.1086/508450,,,NIRSPEC,,,checked,
2006PASP..118.1685B,A Long-Period Jupiter-Mass Planet Orbiting the Nearby M Dwarf GJ 849,"Butler, R.|Johnson, J.|Marcy, G.|et. al.",,,,PASP 118 1685,2006 December,2006,http://dx.doi.org/10.1086/510500,,Keck time has been granted by both NASA and the University of California.,HIRES,,,UC|NASA,
2006ChJAS...6a.335P,Anisotropies in core collapse supernovae,Pian E.|Mazzali P.,,,,ChJAS 6a 335,2006 December,2006,http://dx.doi.org/10.1088/1009-9271/6/S1/43,,,LRIS,,,checked,
2006ApJ...653L..25G,Ultraviolet Detection of the Tidal Disruption of a Star by a Supermassive Black Hole,"Gezari, S.|Martin, D.|Milliard, B.|et. al.",,,,ApJ 653 L25,2006 December,2006,http://dx.doi.org/10.1086/509918,,,DEIMOS,,,Caltech,
2006ApJ...653..788B,A Comprehensive Study of Infrared OH Prompt Emission in Two Comets. II. Implications for Unimolecular Dissociation of H2O,"Bonev, B.|Mumma, M.",,,,ApJ 653 788,2006 December,2006,http://dx.doi.org/10.1086/508450,,,NIRSPEC,,,NASA,
2006ApJ...652..994C,Survey for Galaxies Associated with z ~ 3 Damped Lya Systems. II. Galaxy-Absorber Correlation Functions,"Cooke, J.|Wolfe, A.|Gawiser, E.|Prochaska, J.",,,,ApJ 652 994,2006 December,2006,http://dx.doi.org/10.1086/507476,,IoP ApJ* search 10Mar09,LRIS,,,,
2006ApJ...653..159K,"Line Strengths in Early-Type Cluster Galaxies at z = 0.33: Implications for a/Fe, Nitrogen, and the Histories of E/S0s","Kelson, D.|Illingworth, G.|Franx, M.|van Dokkum, P.",,,,ApJ 653 159,2006 December,2006,http://dx.doi.org/10.1086/507832,,IoP ApJ* search 10Mar09,LRIS,,,,
2006ApJ...653..700S,On the Search for Transits of the Planets Orbiting Gliese 876,"Shankland, P.|Rivera, E.|Laughlin, G.|et. al.",,,,ApJ 653 700,2006 December,2006,http://dx.doi.org/10.1086/508562,,IoP ApJ* search 10Mar09,HIRES,,,,
2006MNRAS.373.1531C,"The 6C** sample of steep-spectrum radio sources - I. Radio data, near-infrared imaging and optical spectroscopy","Cruz, M.|Jarvis, M.|Blundell, K.|et. al.",,,,MNRAS 373 1531,2006 December,2006,http://dx.doi.org/10.1111/j.1365-2966.2006.11101.x,,,NIRC,,,UC,
2007AJ....133...58K,"The Type Ia Supernova 2004S, a Clone of SN 2001el, and the Optimal Photometric Bands for Extinction Estimation","Krisciunas, K.|Garnavich, P.|Stanishev, V.|et. al.",,,,AJ 133 58,2007 January,2007,http://dx.doi.org/10.1086/509126,,,LRIS,,,checked,
2007ApJ...654L..77E,Stellar and Molecular Radii of a Mira Star: First Observations with the Keck Interferometer Grism,"Eisner, J.|Graham, J.|Akeson, R.|et. al.",,,,ApJ 654 L77,2007 January,2007,http://dx.doi.org/10.1086/510717,,Galactic|Data presented here were obtained at the W. M. Keck Observatory from telescope time allocated to NASA through the agency's scientific partnership with Caltech and the University of California.,AO|IF|NGS,,,NASA,
2007ApJ...655...30V,The Star Formation Epoch of the Most Massive Early-Type Galaxies,"van Dokkum, P.|van der Marel, R.",,,,ApJ 655 30,2007 January,2007,http://dx.doi.org/10.1086/509633,,,LRIS,,,checked,
2007MNRAS.374..657R,Keck infrared observations of GRO J0422+32 in quiescence,"Reynolds, M.|Callanan, P.|Filippenko, A.",,,,MNRAS 374 657,2007 January,2007,http://dx.doi.org/10.1111/j.1365-2966.2006.11180.x,,,NIRC,,,checked,
2007AJ....133..162H,The Nature of the Secondary Star in the Black Hole X-Ray Transient V616 Mon (=A0620-00),"Harrison, T.|Howell, S.|Szkody, P.|Cordova, F.",,,,AJ 133 162,2007 January,2007,http://dx.doi.org/10.1086/509572,,,NIRSPEC,,,checked,
2007AJ....133..130G,Emission Line Spectroscopy of a Damped Lyman-alpha Absorbing Galaxy at z = 0.437,"Gharanfoli, S.|Kulkarni, V.|Chun, M.|Takamiya, M.",,,,AJ 133 130,2007 January,2007,http://dx.doi.org/10.1086/509618,,,LRIS,,,checked,
2007ApJ...654..764B,The Microjansky Radio Galaxy Population,"Barger, A.|Cowie, L.|Wang, W.",,,,ApJ 654 764,2007 January,2007,http://dx.doi.org/10.1086/509102,,,DEIMOS|LRIS,,,checked,
2007ApJ...654L..33S,"A Very Bright, Highly Magnified Lyman Break Galaxy at z = 3.07","Smail, I.|Swinbank, A.|Richard, J.|et. al.",,,,ApJ 654 L33,2007 January,2007,http://dx.doi.org/10.1086/510902,,,LRIS|NIRC|NIRSPEC,,,checked,
2007A&A...461..823V,Protoclusters associated with z > 2 radio galaxies. I. Characteristics of high redshift protoclusters,"Venemans, B.|Röttgering, H.|Miley, G.|et. al.",,,,A&A 461 823,2007 January,2007,http://dx.doi.org/10.1051/0004-6361:20053941,,,LRIS|LRIS,,,checked,
2007ApJ...654..115C,The DEEP2 Galaxy Redshift Survey: Clustering of Quasars and Galaxies at z = 1,"Coil, A.|Hennawi, J.|Newman, J.|et. al.",,,,ApJ 654 115,2007 January,2007,http://dx.doi.org/10.1086/509099,,,DEIMOS,,,checked,
2007ApJ...654..878B,A Putative Early-Type Host Galaxy for GRB 060502B: Implications for the Progenitors of Short-Duration Hard-Spectrum Bursts,"Bloom, J.|Perley, D.|Chen, H.|et. al.",,,,ApJ 654 878,2007 January,2007,http://www.journals.uchicago.edu/cgi-bin/resolve?ApJ20931,,,LRIS,,,checked,
2007AJ....133..186L,Optical Spectroscopy and X-Ray Detections of a Sample of Quasars and Active Galactic Nuclei Selected in the Mid-Infrared from Two Spitzer Space Telescope Wide-Area Surveys,"Lacy, M.|Petric, A.|Sajina, A.|et. al.",,,,AJ 133 186,2007 January,2007,http://dx.doi.org/10.1086/509617,,,ESI,,,checked,
2007AJ....133..206I,Two New Gravitationally Lensed Double Quasars from the Sloan Digital Sky Survey,"Inada, N.|Oguri, M.|Becker, R.|et. al.",,,,AJ 133 206,2007 January,2007,http://dx.doi.org/10.1086/509702,,,ESI,,,checked,
2007AJ....133..284B,Methane and Ethane on the Bright Kuiper Belt Object 2005 FY9,"Brown, M.|Barkume, K.|Blake, G.|et. al.",,,,AJ 133 284,2007 January,2007,http://dx.doi.org/10.1086/509734,,,NIRC|NIRSPEC,,,checked,Solar System
2007Icar..186..291H,Long-term atmospheric variability on Uranus and Neptune,"Hammel, H.|Lockwood, G.",,,,Icarus 186 291,2007 January,2007,http://dx.doi.org/10.1016/j.icarus.2006.08.027,,,AO|NGS|NIRC2,,,NASA,Solar System
2007ApJ...654..153C,Evolution in the Halo Masses of Isolated Galaxies between z ~ 1 and z ~ 0: From DEEP2 to SDSS,"Conroy, C.|Prada, F.|Newman, J.|et. al.",,,,ApJ 654 153,2007 January,2007,http://dx.doi.org/10.1086/509632,,,DEIMOS,,,checked,
