BibCode,Title,Author,AUaff1,AUaff2,AUaff3,Publication,Date,YYYY,URL,DOI,Notes,Instru,ObsDate,ProjCode,TAC,Subject
2012MNRAS.421...25S,The dark GRB 080207 in an extremely red host and the implications for gamma-ray bursts in highly obscured environments,"Svensson, K.|Levan, A.|Tanvir, N.|et. al.",,,,MNRAS 421 25,2012 March,2012,http://dx.doi.org/10.1111/j.1365-2966.2011.19811.x,10.1111/j.1365-2966.2011.19811.x,,LRIS|NIRC,,,UC,
2012ApJ...747...92M,First Detection of Near-infrared Line Emission from Organics in Young Circumstellar Disks,"Mandell, A.|Bast, J.|van Dishoeck, E.|et. al.",,,,ApJ 747 92,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/747/2/92,10.1088/0004-637X/747/2/92,,NIRSPEC,,,Caltech,
2012ApJ...747...17B,A Surprising Dynamical Mass for V773 Tau B,"Boden, A.|Torres, G.|Duchêne, G.|et.al",,,,ApJ 747 17,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/747/1/17,10.1088/0004-637X/747/1/17,,AO|LGS|NIRC2|NIRSPEC,,,Caltech,
2012ApJ...747...27T,Inferences on the distribution of Ly-alpha emission of z~7 and z~8 galaxies,"Treu, T.|Trenti, M.|Stiavelli, M.|et. al.",,,,ApJ 747 27,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/747/1/27,10.1088/0004-637X/747/1/27,,NIRSPEC,,,UC,
2012ApJ...747...15K,"Quantitative Spectroscopy of Blue Supergiant Stars in the Disk of M81: Metallicity, Metallicity Gradient, and Distance","Kudritzki, R.|Urbaneja, M.|Gazak, Z.|et. al.",,,,ApJ 747 15,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/747/1/15,10.1088/0004-637X/747/1/15,,LRIS,,,UH,
2012ApJS..199....3R,The SDSS-III Baryon Oscillation Spectroscopic Survey: Quasar Target Selection for Data Release Nine,"Ross, N.|Myers, A.|Sheldon, E.|et. al.",,,,ApJS 199 3,2012 March,2012,http://dx.doi.org/10.1088/0067-0049/199/1/3,10.1088/0067-0049/199/1/3,,HIRES,,,KOA,
2012ApJ...747..144M,Characterizing the Cool KOIs. III. KOI 961: A Small Star with Large Proper Motion and Three Small Planets,"Muirhead, P.|Johnson, J.|Apps, K.|et. al.",,,,ApJ 747 144,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/747/2/144,10.1088/0004-637X/747/2/144,exoplanet,HIRES,,,UC,
2012ApJ...748...29R,The Ongoing Assembly of a Central Cluster Galaxy: Phase-space Substructures in the Halo of M87,"Romanowsky, A.|Strader, J.|Brodie, J.|et. al.",,,,ApJ 748 29,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/748/1/29,10.1088/0004-637X/748/1/29,,DEIMOS|LRIS,,,CIT - Swinburne,
2012ApJ...748...55S,The Keck Interferometer Nuller,"Serabyn, E.|Mennesson, B.|Colavita, M.|et. al.",,,,ApJ 748 55,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/748/1/55,10.1088/0004-637X/748/1/55,,AO|KIN,,,,
2012ApJ...748...49S,Spectroscopy of Broad-line Blazars from 1LAC,"Shaw, M.|Romani, R.|Cotter, G.|et. al.",,,,ApJ 748 49,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/748/1/49,10.1088/0004-637X/748/1/49,,LRIS,,,,
2012ApJ...748...50C,The Faintest X-Ray Sources from z = 0 - 8,"Cowie, L.|Barger, A.|Hasinger, G.|et. al.",,,,ApJ 748 50,2012 March,2012,http://dx.doi.org/10.1088/0004-637X/748/1/50,10.1088/0004-637X/748/1/50,,DEIMOS,,,UH,
2012ApJ...747L...8R,Detection of the Second r-process Peak Element Tellurium in Metal-poor Stars,"Roederer, I.|Lawler, J.|Cowan, J.|et. al.",,,,ApJ 747 L8,2012 March,2012,http://dx.doi.org/10.1088/2041-8205/747/1/L8,10.1088/2041-8205/747/1/L8,,HIRES,,,KOA,
2012ApJ...747L..42D,Discovery of a Dissociative Galaxy Cluster Merger with Large Physical Separation,"Dawson, W.|Wittman, D.|Jee, M.|et. al.",,,,ApJ 747 L42,2012 March,2012,http://dx.doi.org/10.1088/2041-8205/747/2/L42,10.1088/2041-8205/747/2/L42,,DEIMOS|LRIS,,,UC,
2012ApJ...747L..26R,"The Direct Detection of Cool, Metal-enriched Gas Accretion onto Galaxies at z ~ 0.5","Rubin, K.|Prochaska, J.|Koo, D.|Phillips, A.",,,,ApJ 747 L26,2012 March,2012,http://dx.doi.org/10.1088/2041-8205/747/2/L26,10.1088/2041-8205/747/2/L26,,LRIS,,,UC,
2012Icar..218..644P,The formation heritage of Jupiter Family Comet 10P/Tempel 2 as revealed by infrared spectroscopy,"Paganini, L.|Mumma, M.|Bonev, B.|et. al.",,,,Icarus 218 644,2012 March,2012,http://dx.doi.org/10.1016/j.icarus.2012.01.004,10.1016/j.icarus.2012.01.004,,NIRSPEC,,,NOAO|UH,
2012MNRAS.420.3240N,Photometric redshift requirements for lens galaxies in galaxy-galaxy lensing analyses,"Nakajima, R.|Mandelbaum, R.|Seljak, U.|et. al.",,,,MNRAS 420 3240,2012 March,2012,http://dx.doi.org/10.1111/j.1365-2966.2011.20249.x,10.1111/j.1365-2966.2011.20249.x,,DEIMOS,,,,
2012ApJ...747L..16L,Dust Attenuation and H-alpha Star Formation Rates of z~0.5 Galaxies,"Ly, C.|Malkan, M.|Kashikawa, N.|et. al.",,,,ApJ 747 L16,2012 March,2012,http://dx.doi.org/10.1088/2041-8205/747/1/L16,10.1088/2041-8205/747/1/L16,added - M. Malkan email 22Sep12,DEIMOS,,,,
2012ApJ...748L...5R,V900 Mon and Thommes' Nebula: A New FUor in Monoceros,"Reipurth, B.|Aspin, C.|Herbig, G.",,,,ApJ 748 L5,2012 March,2012,http://dx.doi.org/10.1088/2041-8205/748/1/L5,10.1088/2041-8205/748/1/L5,,AO|HIRES|LGS|NIRC2,,,UH,
2012AJ....143...66J,The Active Asteroids,"Jewitt, D.",,,,AJ 143 66,2012 March,2012,http://dx.doi.org/10.1088/0004-6256/143/3/66,10.1088/0004-6256/143/3/66,,LRIS,,,UC,
2012Icar..218....1S,Comparison of line-by-line and band models of near-IR methane absorption applied to outer planet atmospheres,"Sromovsky, L.|Fry, P.|Boudon, V.|et. al.",,,,Icarus 218 1,2012 March,2012,,,,AO|NGS|NIRC2,,,,
2012ApJ...747...41K,Additional Massive Binaries in the Cygnus OB2 Association,"Kiminki, D.|Kobulnicky, H.|Ewing, I.|et. al.",,,,ApJ 747 41,2012 March,2012,http://arxiv.org/abs/1112.3383,10.1088/0004-637X/747/1/41,,HIRES,2000Sep18,,UC,
2012A&A...540A..36C,Three quasi-stellar objects acting as strong gravitational lenses,"Courbin, F.|Faure, C.|Djorgovski, S.|et. al.",,,,A&A 540 36,2012 April,2012,http://arxiv.org/pdf/1110.5514,,,LRIS,,,Caltech|UC,
2012MNRAS.421.1385V,The impact of galaxy colour gradients on cosmic shear measurement,"Voigt, L.|Bridle, S.|Amara, A.|et. al.",,,,MNRAS 421 1385,2012 April,2012,http://dx.doi.org/10.1111/j.1365-2966.2011.20395.x,10.1111/j.1365-2966.2011.20395.x,,LRIS,,,,
2012MNRAS.421.2264K,99 Herculis: host to a circumbinary polar-ring debris disc,"Kennedy, G.|Wyatt, M.|Sibthorpe, B.|et. al.",,,,MNRAS 421 2264,2012 April,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20448.x,10.1111/j.1365-2966.2012.20448.x,,AO|NGS|NIRC2,,,UC,
2012MNRAS.421.3060S,Radio imaging of the Subaru/XMM-Newton Deep Field- III. Evolution of the radio luminosity function beyond z= 1,"Simpson, C.|Rawlings, S.|Ivison, R.|et. al.",,,,MNRAS 421 3060,2012 April,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20529.x,10.1111/j.1365-2966.2012.20529.x,,DEIMOS,,,,
2012ApJ...749...16B,Precise Infrared Radial Velocities from Keck/NIRSPEC and the Search for Young Planets,"Bailey, J.|White, R.|Blake, C.|et. al.",,,,ApJ 749 16,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/749/1/16,10.1088/0004-637X/749/1/16,NASA TAC - 12 May 2009+,NIRSPEC,,,Caltech|NASA,
2012ApJ...749...15G,Kepler-20: A Sun-like Star with Three Sub-Neptune Exoplanets and Two Earth-size Candidates,"Gautier, T.|Charbonneau, D.|Rowe, J.|et. al.",,,,ApJ 749 15,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/749/1/15,10.1088/0004-637X/749/1/15,exoplanet,HIRES,,,UC,
2012ApJ...749....6D,Detailed Compositional Analysis of the Heavily Polluted DBZ White Dwarf SDSS J073842.56+183509.06: A Window on Planet Formation?,"Dufour, P.|Kilic, M.|Fontaine, G.|et. al.",,,,ApJ 749 6,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/749/1/6,10.1088/0004-637X/749/1/6,,HIRES,,,TSIP|NOAO,
2012ApJ...749....7F,Third Component Search and Abundances of the Very Dusty Short-period Binary BD +20°307,"Fekel, F.|Cordero, M.|Galicher, R.|et. al.",,,,ApJ 749 7,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/749/1/7,10.1088/0004-637X/749/1/7,,AO|NGS|NIRC2,,,KOA|UC,
2012ApJ...749..134H,"HAT-P-17b,c: A Transiting, Eccentric, Hot Saturn and a Long-period, Cold Jupiter","Howard, A.|Bakos, G.|Hartman, J.|et. al.",,,,ApJ 749 134,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/749/2/134,10.1088/0004-637X/749/2/134,Keck time has been granted by NOAO and NASA.,HIRES,,,NASA|NOAO,
2012ApJ...750...67R,The Gaseous Environment of High-z Galaxies: Precision Measurements of Neutral Hydrogen in the Circumgalactic Medium of z ~ 2-3 Galaxies in the Keck Baryonic Structure Survey,"Rudie, G.|Steidel, C.|Trainor, R.|et. al.",,,,ApJ 750 67,2012 April,2012,http://dx.doi.org/10.1088/0004-637X/750/1/67,10.1088/0004-637X/750/1/67,,HIRES|LRIS|NIRSPEC,,,Caltech|KOA,
2012A&A...540A..82K,Evidence for enhanced chromospheric Ca II H and K emission in stars with close-in extrasolar planets,"Krejcová, T.|Budaj, J.",,,,A&A 540 A82,2012 April,2012,http://dx.doi.org/10.1051/0004-6361/201118247,10.1051/0004-6361/201118247,exoplanet|first author - Masaryk University,HIRES,,,KOA,
2012MNRAS.421.2342S,Transit timing observations from Kepler - III. Confirmation of four multiple planet systems by a Fourier-domain study of anticorrelated transit timing variations,"Steffen, J.|Fabrycky, D.|Ford, E.|et. al.",,,,MNRAS 421 2342,2012 April,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20467.x,10.1111/j.1365-2966.2012.20467.x,exoplanet|first author - Fermi Lab,HIRES,,,,
2012ApJ...751L..16A,A planetary system around the nearby M dwarf GJ 667C with at least one super-Earth in its habitable zone,"Anglada-Escudé, G.|Arriagada, P.|Vogt, S.|et. al.",,,,ApJ 751 L16,2012 May,2012,http://dx.doi.org/10.1088/2041-8205/751/1/L16,10.1088/2041-8205/751/1/L16,nasa added from NASA bib,HIRES,,,NASA,
2012ApJ...750..121G,LEDA 074886: A remarkable rectangular-looking galaxy,"Graham, A.|Spitler, L.|Forbes, D.|et. al.",,,,ApJ 750 121,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/121,10.1088/0004-637X/750/2/121,,ESI,,,Caltech,
2012AJ....143..104H,Observational and Dynamical Characterization of Main-belt Comet P/2010 R2 (La Sagra),"Hsieh, H.|Yang, B.|Haghighipour, N.|et. al.",,,,AJ 143 104,2012 May,2012,http://dx.doi.org/10.1088/0004-6256/143/5/104,10.1088/0004-6256/143/5/104,,LRIS,,,UH,
2012ApJ...750...79K,Rotational Velocities of Individual Components in Very Low Mass Binaries,"Konopacky, Q.|Ghez, A.|Fabrycky, D.|et. al.",,,,ApJ 750 79,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/79,10.1088/0004-637X/750/1/79,,AO|LGS|NIRSPEC|NIRSPAO,,,UC,
2012ApJ...750...53N,The Gemini NICI Planet-Finding Campaign: Discovery of a Multiple System Orbiting the Young A Star HD 1160,"Nielsen, E.|Liu, M.|Wahhaj, Z.|et. al.",,,,ApJ 750 53,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/53,10.1088/0004-637X/750/1/53,,AO|NGS|NIRC2,,,,
2012ApJ...750...33L,The Resolved Structure and Dynamics of an Isolated Dwarf Galaxy: A VLT and Keck Spectroscopic Survey of WLM,"Leaman, R.|Venn, K.|Brooks, A.|et. al.",,,,ApJ 750 33,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/33,10.1088/0004-637X/750/1/33,,DEIMOS,,,Caltech,
2012ApJ...750...10S,Disentangling Baryons and Dark Matter in the Spiral Gravitational Lens B1933+503,"Suyu, S.|Hensel, S.|McKean, J.|et. al.",,,,ApJ 750 10,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/10,10.1088/0004-637X/750/1/10,,AO|LGS|ESI|NIRC2|NIRC|NIRSPEC,,,Caltech,
2012MNRAS.422.2372B,"Distinguishing between a true period and its alias, and other tasks of model discrimination","Baluev, R.",,,,MNRAS 422 2372,2012 May,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20788.x,10.1111/j.1365-2966.2012.20788.x,,HIRES,,,,
2012ApJ...750..102G,Chemical Composition of Comet C/2007 N3 (Lulin): Another ''Atypical'' Comet,"Gibb, E.|Bonev, B.|Villanueva, G.|et. al.",,,,ApJ 750 102,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/102,10.1088/0004-637X/750/2/102,,NIRSPEC,,,NOAO,
2012AJ....143..113F,A Mismatch in the Ultraviolet Spectra between Low-redshift and Intermediate-redshift Type Ia Supernovae as a Possible Systematic Uncertainty for Supernova Cosmology,"Foley, R.|Filippenko, A.|Kessler, R.|et. al.",,,,AJ 143 113,2012 May,2012,http://dx.doi.org/10.1088/0004-6256/143/5/113,10.1088/0004-6256/143/5/113,,LRIS,,,UC,
2012AJ....143..111J,Characterizing the Cool KOIs. II. The M Dwarf KOI-254 and Its Hot Jupiter,"Johnson, J.|Gazak, J.|Apps, K.|et. al.",,,,AJ 143 111,2012 May,2012,http://dx.doi.org/10.1088/0004-6256/143/5/111,10.1088/0004-6256/143/5/111,"Keck time has been granted by Caltech, the University of California and NASA.",AO|NGS|NIRC2|HIRES,,,Caltech|UC|NASA,
2012ApJ...751...51J,Keck Spectroscopy of Faint 3 < z < 7 Lyman Break Galaxies. III. The Mean Ultraviolet Spectrum at z 4,"Jones, T.|Stark, D.|Ellis, R.",,,,ApJ 751 51,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/751/1/51,10.1088/0004-637X/751/1/51,title note  Insert tilde over line before the four,DEIMOS,,,Caltech,
2012ApJ...751...46K,The Dynamics and Metallicity Distribution of the Distant Dwarf Galaxy VV124,"Kirby, E.|Cohen, J.|Bellazzini, M.",,,,ApJ 751 46,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/751/1/46,10.1088/0004-637X/751/1/46,,DEIMOS,,,Caltech,
2012ApJ...751...50G,The DEEP2 Galaxy Redshift Survey: The Voronoi-Delaunay Method Catalog of Galaxy Groups,"Gerke, B.|Newman, J.|Davis, M.|et. al.",,,,ApJ 751 50,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/751/1/50,10.1088/0004-637X/751/1/50,,DEIMOS,,,,
2012ApJ...750..113F,Transit Timing Observations from Kepler. II. Confirmation of Two Multiplanet Systems via a Non-parametric Correlation Analysis,"Ford, E.|Fabrycky, D.|Steffen, J.|et. al.",,,,ApJ 750 113,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/113,10.1088/0004-637X/750/2/113,Based in part on data obtained at the W. M. Keck Observatory... no mention of instrument,HIRES,,,,
2012ApJ...750..114F,Transit Timing Observations from Kepler. IV. Confirmation of Four Multiple-planet Systems by Simple Physical Models,"Fabrycky, D.|Ford, E.|Steffen, J.|et. al.",,,,ApJ 750 114,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/114,10.1088/0004-637X/750/2/114,one spectrum from...and one from Keck Observatory. Spectrum listed in Table 2|instrument determined by Lyke and Kassis reading table 2 added 10May2016,HIRES,,,,
2012ApJS..200....9G,The Advanced Camera for Surveys General Catalog: Structural Parameters for Approximately Half a Million Galaxies,"Griffith, R.|Cooper, M.|Newman, J.|et. al.",,,,ApJS 200 9,2012 May,2012,http://dx.doi.org/10.1088/0067-0049/200/1/9,10.1088/0067-0049/200/1/9,Some of the data presented herein were obtained at the W. M. Keck Observatory,DEIMOS,,,,
2012A&A...541A.149O,Transiting exoplanets from the CoRoT space mission. XXII. CoRoT-16b: a hot Jupiter with a hint of eccentricity around a faint solar-like star,"Ollivier, M.|Gillon, M.|Santerne, A.|et. al.",,,,A&A 541 A149,2012 May,2012,http://dx.doi.org/10.1051/0004-6361/201015154,10.1051/0004-6361/201015154,exoplanet|first author - CNRS,HIRES,5-Dec-09,,NASA,
2012ApJ...750...76R,Detection of Elements at All Three r-process Peaks in the Metal-poor Star HD 160617,"Roederer, I.|Lawler, J.",,,,ApJ 750 76,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/76,10.1088/0004-637X/750/1/76,,HIRES,,,KOA,
2012ApJ...750..137T,Discovery of a Protocluster at z ~ 6,"Toshikawa, J.|Kashikawa, N.|Ota, K.|et. al.",,,,ApJ 750 137,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/137,10.1088/0004-637X/750/2/137,added - M. Malkan email 22Sep12,DEIMOS,,,,
2012MNRAS.422.1700C,The kinetic temperature in a damped Lyman-alpha absorption system in Q2206-199 - an example of the warm neutral medium,"Carswell, R.|Becker, G.|Jorgenson, R.|et. al.",,,,MNRAS 422 1700,2012 May,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20746.x,10.1111/j.1365-2966.2012.20746.x,,HIRES,,,,
2012AREPS..40..467B,The Compositions of Kuiper Belt Objects,"Brown, M.",,,,AREPS 40 467,2012 May,2012,,10.1146/annurev-earth-042711-105352,Annual Review of Earth and Planetary Sciences,NIRC,,,,
2012AJ....143..107W,Very Low Mass Stellar and Substellar Companions to Solar-like Stars from MARVELS. I. A Low-mass Ratio Stellar Companion to TYC 4110-01037-1 in a 79 Day Orbit,"Wisniewski, J.|Ge, J.|Crepp, J.|et. al.",,,,AJ 143 107,2012 May,2012,http://dx.doi.org/10.1088/0004-6256/143/5/107,10.1088/0004-6256/143/5/107,,AO|NGS|NIRC2,,,Caltech,
2012A&A...541A.146C,On the nature of candidate luminous blue variables in M 33,"Clark, J.|Castro, N.|Garcia, M.|et. al.",,,,A&A 541 A146,2012 May,2012,http://dx.doi.org/10.1051/0004-6361/201118440,10.1051/0004-6361/201118440,,DEIMOS,,,UH,
2012ApJ...750..120Z,The Metallicities of Low Stellar Mass Galaxies and the Scatter in the Mass-Metallicity Relation,"Zahid, H.|Bresolin, F.|Kewley, L.|et. al.",,,,ApJ 750 120,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/2/120,10.1088/0004-637X/750/2/120,,DEIMOS,,,,
2012ApJ...750....1M,The Hubble Space Telescope Cluster Supernova Survey: III. Correlated Properties of Type Ia Supernovae and Their Hosts at 0.9 < z < 1.46,"Meyers, J.|Aldering, G.|Barbary, K.|et. al.",,,,ApJ 750 1,2012 May,2012,http://dx.doi.org/10.1088/0004-637X/750/1/1,10.1088/0004-637X/750/1/1,,DEIMOS,,,UC,
2012AJ....143..125M,The Spectral Energy Distributions and Infrared Luminosities of z \approx 2 Dust Obscured Galaxies from Herschel and Spitzer,"Melbourne, J.|Soifer, B.|Desai, V.|et. al.",,,,AJ 143 125,2012 May,2012,http://arxiv.org/abs/1203.3199,10.1088/0004-6256/143/5/125,,AO|LGS|NGS|NIRC2,,,,
2012ApJ...751....4K,An Updated Look at Binary Characteristics of Massive Stars in the Cygnus OB2 Association,"Kiminki, D.|Kobulnicky, H.",,,,ApJ 751 4,2012 May,2012,https://arxiv.org/abs/1203.2156,10.1088/0004-637X/751/1/4,,,,,,
2012ApJ...751..132C,Proper motions of the Arches cluster with Keck-LGS Adaptive Optics: the first kinematic mass measurement of the Arches,"Clarkson, W.|Ghez, A.|Morris, M.|et. al.",,,,ApJ 751 132,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/751/2/132,10.1088/0004-637X/751/2/132,,AO|LGS|NIRC2,,,UC,
2012MNRAS.422.3339W,Scaling relations of star-forming regions: from kpc-sized clumps to H II regions,"Wisnioski, E.|Glazebrook, K.|Blake, C.|et. al.",,,,MNRAS 422 3339,2012 June,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20850.x,10.1111/j.1365-2966.2012.20850.x,,AO|LGS|OSIRIS,,,Caltech,
2012MNRAS.422.3370K,Spatial variation in the fine-structure constant – new results from VLT/UVES,"King, J.|Webb, J.|Murphy, M.|et. al.",,,,MNRAS 422 3370,2012 June,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20852.x,10.1111/j.1365-2966.2012.20852.x,,HIRES,,,,
2012ApJ...752...91W,CO J = 2-1 Line Emission in Cluster Galaxies at z ~ 1: Fueling Star Formation in Dense Environments,"Wagg, J.|Pope, A.|Alberts, S.|et. al.",,,,ApJ 752 91,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/2/91,10.1088/0004-637X/752/2/91,,DEIMOS|LRIS,,,UC,
2012ApJ...751..147H,"Complex Variability of the H-alpha Emission Line Profile of the T Tauri Binary System KH 15D: The Influence of Orbital Phase, Occultation by the Circumbinary Disk, and Accretion Phenomenae","Hamilton, C.|Johns-Krull, C.|Mundt, R.|et. al.",,,,ApJ 751 147,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/751/2/147,10.1088/0004-637X/751/2/147,NASA TAC - 28Feb05,HIRES,,,NASA,
2012AJ....143..146B,Water ice in the Kuiper belt,"Brown, M.|Schaller, E.|Fraser, W.",,,,AJ 143 146,2012 June,2012,http://dx.doi.org/10.1088/0004-6256/143/6/146,10.1088/0004-6256/143/6/146,,NIRC,,,Caltech,
2012Icar..219..676S,Physical properties of trans-neptunian binaries (120347) Salacia–Actaea and (42355) Typhon–Echidna,"Stansberry, J.|Grundy, W.|Mueller, M.|et. al.",,,,Icarus 219 676,2012 June,2012,,,,AO|NIRC2,,,,
2012ApJ...751..142G,"The Low-velocity, Rapidly Fading Type Ia Supernova 2002es","Ganeshalingam, M.|Li, W.|Filippenko, A.|et. al.",,,,ApJ 751 142,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/751/2/142,10.1088/0004-637X/751/2/142,,LRIS,,,UC,
2012ApJ...752...45T,The SPLASH Survey: Spectroscopy of 15 M31 Dwarf Spheroidal Satellite Galaxies,"Tollerud, E.|Beaton, R.|Geha, M.|et. al.",,,,ApJ 752 45,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/1/45,10.1088/0004-637X/752/1/45,,DEIMOS,,,UC,
2012ApJ...752...39T,The Halo Masses and Galaxy Environments of Hyperluminous QSOs at z ~= 2.7 in the Keck Baryonic Structure Survey,"Trainor, R.|Steidel, C.",,,,ApJ 752 39,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/1/39,10.1088/0004-637X/752/1/39,title note  tilde over line,LRIS|NIRSPEC,,,Caltech,
2012ApJ...751...94R,Neutral Hydrogen Optical Depth near Star-forming Galaxies at z ~ 2.4 in the Keck Baryonic Structure Survey,"Rakic, O.|Schaye, J.|Steidel, C.|Rudie, G.",,,,ApJ 751 94,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/751/2/94,10.1088/0004-637X/751/2/94,title note use Almost Equal To,HIRES|LRIS,,,Caltech,
2012ApJ...752L..16K,Discovery of Super-Li-rich Red Giants in Dwarf Spheroidal Galaxies,"Kirby, E.|Fu, X.|Guhathakurta, P.|Deng, L.",,,,ApJ 752 L16,2012 June,2012,http://dx.doi.org/10.1088/2041-8205/752/1/L16,10.1088/2041-8205/752/1/L16,,DEIMOS,,,Caltech,
2012ApJ...752..114S,The First Systematic Survey for Lyman Alpha Emitters at z = 7.3 with Red-sensitive Subaru/Suprime-Cam,"Shibuya, T.|Kashikawa, N.|Ota, K.|et. al.",,,,ApJ 752 114,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/2/114,10.1088/0004-637X/752/2/114,,DEIMOS,,,Subaru,
2012ApJ...752...58Z,Stellar Membership and Dusty Debris Disks in the alpha Persei Cluster,"Zuckerman, B.|Melis, C.|Rhee, J.|et. al.",,,,ApJ 752 58,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/1/58,10.1088/0004-637X/752/1/58,,HIRES|NIRC2,,,KOA,
2012ApJ...752..147D,The SPLASH Survey: Kinematics of Andromeda's Inner Spheroid,"Dorman, C.|Guhathakurta, P.|Fardal, M.|et. al.",,,,ApJ 752 147,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/2/147,10.1088/0004-637X/752/2/147,,DEIMOS,,,UC,
2012ApJ...752..163S,Evidence for Dark Matter Contraction and a Salpeter Initial Mass Function in a Massive Early-type Galaxy,"Sonnenfeld, A.|Treu, T.|Gavazzi, R.|et. al.",,,,ApJ 752 163,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/2/163,10.1088/0004-637X/752/2/163,,LRIS,,,UC,
2012ApJ...752...75C,Submillimeter Array Observations of the RX J1633.9-2442 Transition Disk: Evidence for Multiple Planets in the Making,"Cieza, L.|Mathews, G.|Williams, J.|et. al.",,,,ApJ 752 75,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/752/1/75,10.1088/0004-637X/752/1/75,,AO|LGS|NIRC2,,,UH,
2012ApJ...751...97C,The Dynamical Mass and Three-dimensional Orbit of HR7672B: A Benchmark Brown Dwarf with High Eccentricity,"Crepp, J.|Johnson, J.|Fischer, D.|et. al.",,,,ApJ 751 97,2012 June,2012,http://dx.doi.org/10.1088/0004-637X/751/2/97,10.1088/0004-637X/751/2/97,,AO|NGS|NIRC2|HIRES,,,Caltech|NASA,
2012AJ....143..150F,Detection and Tracking of Subtle Cloud Features on Uranus,"Fry, P.|Sromovsky, L.|de Pater, I.|et. al.",,,,AJ 143 150,2012 June,2012,http://dx.doi.org/10.1088/0004-6256/143/6/150,10.1088/0004-6256/143/6/150,NASA TAC - 31Jul07,AO|NGS|NIRC2,,,NASA,
2012Natur.486...90K,The age of the Milky Way inner halo,"Kalirai, J.",,,,Nature 486 90,2012 June,2012,,,,LRIS,,,UC,
2012MNRAS.423.1073B,The SWELLS survey - IV. Precision measurements of the stellar and dark matter distributions in a spiral lens galaxy,"Barnabè, M.|Dutton, A.|Marshall, P.|et. al.",,,,MNRAS 423 1073,2012 June,2012,http://dx.doi.org/10.1111/j.1365-2966.2012.20934.x,10.1111/j.1365-2966.2012.20934.x,,AO|LGS|NIRC2,,,UC,
2012ApJ...752L..26P,Analysis of the Early-time Optical Spectra of SN 2011fe in M101,"Parrent, J.|Howell, D.|Friesen, B.|et. al.",,,,ApJ 752 L26,2012 June,2012,http://dx.doi.org/10.1088/2041-8205/752/2/L26,10.1088/2041-8205/752/2/L26,,LRIS,,,Caltech,
2012P&SS...66..200C,Shape modeling technique KOALA validated by ESA Rosetta at (21) Lutetia,"Carry, B.|Kaasalainen, M.|Merline, W.|et. al.",,,,Planetary and Space Science 66 200,2012 June,2012,http://dx.doi.org/10.1016/j.pss.2011.12.018,10.1016/j.pss.2011.12.018,,AO|NGS|NIRC2,,,,
